Gene_ID	CYP6A9-24-1/final	CYP6A9-24-2/final	CYP6A9-48-1/final	CYP6A9-48-2/final	GFP-24-1/final	GFP-24-2/final	GFP-48-1/final	GFP-48-2/final
g7409	0	6	0	0	6	0	0	0
g741	0	0	0	0	0	0	0	0
g7410	9	0	7	7	0	4	2	2
g7411	8	0	0	0	0	0	0	0
g7412	0	0	0	0	0	2	0	0
g7413	0	3	4	4	3	0	0	0
g7414	0	0	0	0	0	0	0	0
g7415	0	0	0	0	5	2	0	0
g7416	0	0	0	0	0	0	0	0
g7417	11	0	9	9	8	13	12	12
g7418	0	0	0	0	0	0	0	0
g7419	4	0	0	0	0	0	0	0
g742	0	0	0	0	0	0	0	0
g7420	0	0	0	0	0	0	2	2
g7421	0	0	0	0	0	0	0	0
g7422	10	3	17	17	6	8	8	8
g7423	6	3	0	0	0	4	6	6
g7424	9	6	16	16	19	10	4	4
g7425	3	6	6	6	2	2	5	5
g7426	2	0	10	10	7	8	25	25
g7427	0	0	0	0	0	0	0	0
g7428	0	0	0	0	0	0	0	0
g7429	0	8	0	0	2	0	8	8
g743	4	7	0	0	16	4	0	0
g7430	0	0	0	0	0	0	0	0
g7431	0	0	0	0	0	0	3	3
g7432	0	0	0	0	0	0	4	4
g7433	5	11	6	6	9	10	3	3
g7434	0	0	0	0	0	0	0	0
g7435	0	0	0	0	0	0	0	0
g7436	0	2	0	0	0	0	0	0
g7437	0	2	5	5	0	0	0	0
g7438	32	23	32	32	38	41	39	39
g7439	20	15	11	11	9	6	11	11
g744	0	0	0	0	0	0	0	0
g7440	11	8	12	12	0	4	8	8
g7441	2	0	8	8	6	5	5	5
g7442	0	2	0	0	0	0	0	0
g7443	0	0	0	0	0	0	0	0
g7444	0	0	0	0	0	0	2	2
g7445	5	2	5	5	5	1	4	4
g7446	14	6	2	2	2	6	0	0
g7447	0	0	0	0	0	0	0	0
g7448	0	0	0	0	0	0	0	0
g7449	0	0	5	5	0	0	0	0
g745	0	0	0	0	0	0	0	0
g7450	10	14	23	23	21	13	9	9
g7451	0	0	0	0	0	0	0	0
g7452	0	0	0	0	0	0	0	0
g7453	0	0	0	0	0	0	0	0
g7454	0	0	0	0	0	0	0	0
g7455	0	0	0	0	0	0	0	0
g7456	5	6	8	8	4	5	6	6
g7457	0	4	0	0	0	0	0	0
g7458	0	0	6	6	0	0	0	0
g7459	4	4	10	10	2	4	5	5
g746	0	0	0	0	0	3	4	4
g7460	0	3	0	0	0	3	6	6
g7461	0	0	0	0	0	6	0	0
g7462	0	4	0	0	0	4	0	0
g7463	37	30	14	14	19	32	32	32
g7464	3	0	0	0	8	0	0	0
g7465	0	0	5	5	10	0	7	7
g7466	0	0	0	0	8	2	4	4
g7467	0	0	3	3	0	0	0	0
g7468	0	0	0	0	0	0	0	0
g7469	14	4	0	0	0	12	10	10
g747	3	0	0	0	0	0	0	0
g7470	0	0	0	0	0	0	0	0
g7471	4	0	2	2	0	0	0	0
g7472	23	28	20	20	31	19	20	20
g7473	43	17	21	21	23	48	22	22
g7474	0	4	6	6	3	0	0	0
g7475	6	2	9	9	12	0	12	12
g7476	0	0	0	0	0	0	0	0
g7477	20	10	8	8	16	19	20	20
g7478	24	7	12	12	10	18	14	14
g7479	0	3	0	0	0	0	3	3
g748	52	33	36	36	44	59	55	55
g7480	0	0	0	0	2	0	0	0
g7481	0	0	0	0	0	0	0	0
g7482	14	0	0	0	20	18	6	6
g7483	2	6	4	4	4	2	18	18
g7484	8	0	0	0	4	5	3	3
g7485	2	0	0	0	4	11	0	0
g7486	0	0	0	0	0	0	0	0
g7487	0	3	0	0	0	0	2	2
g7488	25	29	14	14	44	42	27	27
g7489	0	0	0	0	0	0	0	0
g749	5	0	0	0	5	0	4	4
g7490	0	0	0	0	0	0	0	0
g7491	4	0	0	0	2	0	0	0
g7492	0	8	0	0	0	0	0	0
g7493	2	2	0	0	8	3	0	0
g7494	12	0	0	0	0	0	3	3
g7495	0	0	4	4	4	5	2	2
g7496	51	39	40	40	61	57	52	52
g7497	0	0	0	0	4	3	0	0
g7498	0	0	0	0	0	0	2	2
g7499	0	0	0	0	6	0	0	0
g75	0	0	0	0	0	0	0	0
g750	2	0	0	0	3	3	0	0
g7500	0	0	0	0	0	0	0	0
g7501	0	0	0	0	0	0	0	0
g7502	0	0	0	0	0	0	0	0
g7503	0	0	0	0	0	0	0	0
g7504	0	0	1	1	0	0	0	0
g7505	0	0	0	0	0	0	5	5
g7506	0	0	0	0	0	3	4	4
g7507	16	21	6	6	0	11	10	10
g7508	0	0	0	0	0	6	5	5
g7509	0	6	3	3	0	0	13	13
g751	74	80	101	101	113	110	102	102
g7510	11	5	12	12	17	17	24	24
g7511	0	0	0	0	0	0	0	0
g7512	3	0	0	0	0	2	2	2
g7513	0	0	0	0	4	0	0	0
g7514	0	0	0	0	0	0	0	0
g7515	0	6	9	9	13	0	7	7
g7516	0	0	0	0	0	0	0	0
g7517	0	6	24	24	18	0	29	29
g7518	10	0	0	0	0	0	2	2
g7519	8	0	0	0	4	10	0	0
g752	0	0	4	4	0	0	0	0
g7520	57	108	42	42	108	68	59	59
g7521	0	0	0	0	0	0	0	0
g7522	37	25	54	54	60	52	56	56
g7523	3	2	0	0	5	0	0	0
g7524	0	0	5	5	0	0	4	4
g7525	6	3	0	0	0	1	4	4
g7526	4	0	8	8	4	3	4	4
g7527	0	0	0	0	0	0	0	0
g7528	25	24	13	13	16	13	3	3
g7529	0	0	0	0	0	0	0	0
g753	2	10	10	10	8	10	6	6
g7530	238	218	209	209	182	231	195	195
g7531	27	8	24	24	12	35	26	26
g7532	0	6	0	0	8	5	0	0
g7533	40	22	24	24	17	16	14	14
g7534	0	0	2	2	0	0	0	0
g7535	0	0	0	0	0	0	0	0
g7536	0	0	0	0	0	0	0	0
g7537	0	0	0	0	0	0	0	0
g7538	0	0	0	0	0	0	0	0
g7539	4	8	0	0	0	4	7	7
g754	5	0	0	0	0	0	6	6
g7540	10	6	0	0	0	13	14	14
g7541	0	0	0	0	0	0	0	0
g7542	0	2	4	4	7	0	0	0
g7543	0	0	6	6	9	8	8	8
g7544	0	0	0	0	0	0	0	0
g7545	0	0	0	0	0	0	2	2
g7546	0	12	0	0	0	0	0	0
g7547	14	7	0	0	0	10	6	6
g7548	0	0	0	0	0	0	0	0
g7549	0	0	12	12	8	5	0	0
g755	5	15	7	7	7	9	5	5
g7550	0	18	0	0	8	0	4	4
g7551	0	8	0	0	6	7	5	5
g7552	0	4	0	0	0	3	3	3
g7553	0	0	0	0	0	6	11	11
g7554	8	14	12	12	12	11	12	12
g7555	2	0	3	3	0	0	5	5
g7556	0	0	0	0	4	0	0	0
g7557	2	8	8	8	9	0	12	12
g7558	0	0	0	0	0	0	0	0
g7559	20	17	26	26	18	25	16	16
g756	16	20	9	9	5	19	10	10
g7560	0	0	10	10	4	2	0	0
g7561	2	0	0	0	0	11	8	8
g7562	0	0	0	0	0	0	0	0
g7563	0	0	5	5	0	3	2	2
g7564	0	0	0	0	0	0	0	0
g7565	0	0	0	0	0	0	0	0
g7566	0	4	0	0	8	0	0	0
g7567	0	0	0	0	4	6	0	0
g7568	0	2	0	0	2	0	0	0
g7569	6	10	15	15	6	0	6	6
g757	0	0	0	0	3	0	0	0
g7570	7	0	0	0	8	0	7	7
g7571	0	0	2	2	0	0	0	0
g7572	8	10	4	4	0	0	5	5
g7573	17	0	9	9	14	14	7	7
g7574	0	5	6	6	0	0	0	0
g7575	0	0	0	0	0	0	0	0
g7576	0	0	0	0	0	0	0	0
g7577	4	4	4	4	4	0	0	0
g7578	0	0	4	4	0	2	7	7
g7579	0	0	0	0	0	2	0	0
g758	0	0	0	0	0	0	0	0
g7580	4	2	3	3	0	3	0	0
g7581	0	0	4	4	0	7	0	0
g7582	0	0	0	0	0	0	0	0
g7583	6	2	4	4	0	4	4	4
g7584	0	9	0	0	10	8	0	0
g7585	4	4	2	2	4	0	0	0
g7586	0	0	0	0	0	0	0	0
g7587	0	0	0	0	4	0	0	0
g7588	6	5	0	0	2	5	2	2
g7589	0	0	0	0	5	0	0	0
g759	0	0	0	0	0	0	0	0
g7590	9	6	6	6	0	22	5	5
g7591	12	8	6	6	8	0	6	6
g7592	6	0	0	0	0	0	4	4
g7593	41	32	55	55	36	73	32	32
g7594	0	3	0	0	0	0	0	0
g7595	6	4	7	7	11	6	9	9
g7596	0	0	0	0	0	0	0	0
g7597	14	14	0	0	7	10	4	4
g7598	0	2	2	2	2	0	0	0
g7599	35	17	14	14	8	13	21	21
g76	0	0	0	0	0	0	2	2
g760	0	0	0	0	0	0	0	0
g7600	22	10	5	5	11	15	11	11
g7601	0	0	0	0	0	0	0	0
g7602	4	2	0	0	0	6	0	0
g7603	166	226	193	193	201	180	209	209
g7604	0	4	12	12	6	4	3	3
g7605	0	0	7	7	8	6	6	6
g7606	9	0	7	7	9	8	0	0
g7607	0	0	0	0	4	0	0	0
g7608	0	2	3	3	0	0	0	0
g7609	8	8	15	15	4	13	7	7
g761	6	2	8	8	0	0	13	13
g7610	0	2	0	0	5	0	2	2
g7611	0	0	3	3	0	0	0	0
g7612	0	0	0	0	0	0	0	0
g7613	6	2	0	0	4	5	5	5
g7614	0	0	0	0	0	0	0	0
g7615	0	7	2	2	0	6	0	0
g7616	0	8	12	12	0	0	0	0
g7617	0	1	0	0	0	0	0	0
g7618	0	3	0	0	0	0	0	0
g7619	0	0	0	0	0	0	0	0
g762	11	7	11	11	5	5	10	10
g7620	0	0	0	0	0	0	0	0
g7621	7	4	0	0	6	0	0	0
g7622	0	0	0	0	0	0	2	2
g7623	0	0	2	2	0	0	0	0
g7624	12	0	12	12	0	4	2	2
g7625	0	8	0	0	9	6	7	7
g7626	0	0	3	3	0	0	2	2
g7627	53	63	36	36	43	28	26	26
g7628	0	0	0	0	6	0	0	0
g7629	32	46	22	22	37	24	23	23
g763	0	0	0	0	0	0	0	0
g7630	22	14	21	21	10	0	8	8
g7631	0	0	0	0	0	0	0	0
g7632	0	0	0	0	0	0	0	0
g7633	0	0	0	0	0	0	0	0
g7634	0	0	8	8	4	0	0	0
g7635	12	18	11	11	20	11	12	12
g7636	0	22	9	9	11	11	11	11
g7637	0	0	0	0	0	0	0	0
g7638	0	8	9	9	3	8	14	14
g7639	0	0	0	0	0	0	0	0
g764	7	4	3	3	4	0	7	7
g7640	0	0	10	10	6	2	0	0
g7641	4	0	0	0	4	0	0	0
g7642	3	11	25	25	2	5	8	8
g7643	0	0	0	0	0	0	0	0
g7644	3	7	12	12	12	8	15	15
g7645	4	0	0	0	4	0	0	0
g7646	6	0	0	0	4	10	0	0
g7647	8	7	10	10	10	0	18	18
g7648	0	0	2	2	0	8	2	2
g7649	4	8	8	8	4	0	4	4
g765	0	0	0	0	0	0	0	0
g7650	0	0	0	0	0	0	0	0
g7651	0	6	0	0	0	0	0	0
g7652	43	22	23	23	14	10	23	23
g7653	0	4	0	0	0	15	4	4
g7654	2	9	17	17	10	7	6	6
g7655	0	0	4	4	0	0	2	2
g7656	0	4	0	0	0	3	6	6
g7657	4	8	0	0	9	7	0	0
g7658	0	0	3	3	0	0	0	0
g7659	0	12	4	4	2	0	0	0
g766	8	0	0	0	8	0	6	6
g7660	2	2	2	2	2	6	0	0
g7661	5	23	12	12	8	9	0	0
g7662	0	0	0	0	2	0	0	0
g7663	0	0	0	0	0	7	0	0
g7664	0	6	4	4	10	9	20	20
g7665	29	25	25	25	36	29	30	30
g7666	0	0	4	4	4	0	4	4
g7667	0	0	0	0	0	0	0	0
g7668	0	0	0	0	0	0	0	0
g7669	0	0	0	0	0	0	0	0
g767	22	25	55	55	31	28	26	26
g7670	0	0	0	0	0	0	0	0
g7671	0	0	0	0	4	0	14	14
g7672	59	48	56	56	63	77	79	79
g7673	7	5	9	9	12	13	6	6
g7674	14	16	5	5	10	4	12	12
g7675	0	0	0	0	0	3	0	0
g7676	6	19	8	8	7	13	5	5
g7677	0	0	0	0	0	0	0	0
g7678	32	49	40	40	41	28	23	23
g7679	69	136	95	95	80	90	98	98
g768	0	0	8	8	10	0	0	0
g7680	0	2	2	2	0	0	4	4
g7681	0	0	0	0	0	0	0	0
g7682	0	0	2	2	4	8	0	0
g7683	2	0	0	0	0	2	0	0
g7684	9	6	6	6	6	8	8	8
g7685	2	3	0	0	2	0	0	0
g7686	13	6	4	4	7	24	4	4
g7687	0	0	0	0	0	0	0	0
g7688	0	0	0	0	0	0	0	0
g7689	0	0	0	0	0	0	8	8
g769	4	4	19	19	8	5	16	16
g7690	0	0	2	2	0	0	0	0
g7691	32	49	26	26	38	54	43	43
g7692	0	0	0	0	0	0	6	6
g7693	0	5	4	4	0	0	4	4
g7694	3	9	0	0	0	0	2	2
g7695	4	0	0	0	0	3	0	0
g7696	0	0	0	0	4	0	0	0
g7697	6	2	0	0	12	0	11	11
g7698	7	0	0	0	6	0	0	0
g7699	19	12	8	8	12	11	14	14
g77	0	0	0	0	0	6	4	4
g770	54	41	38	38	42	54	31	31
g7700	5	0	0	0	7	7	5	5
g7701	6	10	10	10	16	13	8	8
g7702	0	0	0	0	0	0	0	0
g7703	0	0	3	3	0	0	0	0
g7704	5	0	5	5	3	0	7	7
g7705	0	0	0	0	0	0	0	0
g7706	0	0	0	0	0	0	0	0
g7707	4	0	0	0	0	0	0	0
g7708	4	16	7	7	0	7	11	11
g7709	140	145	144	144	117	176	106	106
g771	0	0	0	0	0	0	0	0
g7710	70	96	66	66	66	61	81	81
g7711	0	6	2	2	0	18	5	5
g7712	0	0	6	6	6	0	0	0
g7713	11	11	0	0	5	10	12	12
g7714	2	0	0	0	12	0	0	0
g7715	4	0	11	11	4	0	3	3
g7716	5	0	0	0	0	2	6	6
g7717	27	8	14	14	14	13	15	15
g7718	0	0	0	0	0	6	0	0
g7719	6	8	4	4	0	8	4	4
g772	0	0	8	8	9	0	0	0
g7720	0	8	5	5	2	0	0	0
g7721	0	9	0	0	0	12	8	8
g7722	74	72	88	88	54	97	56	56
g7723	0	0	0	0	0	0	0	0
g7724	3	0	0	0	5	0	0	0
g7725	0	0	0	0	0	0	0	0
g7726	0	0	0	0	0	0	0	0
g7727	3	4	9	9	3	0	4	4
g7728	0	0	0	0	0	0	0	0
g7729	0	0	0	0	0	0	0	0
g773	6	14	10	10	9	14	9	9
g7730	0	9	0	0	0	12	3	3
g7731	0	0	8	8	0	0	0	0
g7732	0	0	0	0	0	1	0	0
g7733	0	1	1	1	0	1	0	0
g7734	0	0	0	0	0	0	0	0
g7735	4	0	0	0	4	4	6	6
g7736	0	0	0	0	2	6	8	8
g7737	0	0	0	0	6	9	5	5
g7738	4	4	0	0	0	0	4	4
g7739	3	6	0	0	0	0	5	5
g774	0	4	4	4	4	2	0	0
g7740	0	0	0	0	2	0	0	0
g7741	0	4	0	0	0	0	0	0
g7742	0	0	0	0	0	0	2	2
g7743	0	5	7	7	9	8	3	3
g7744	0	0	0	0	0	0	0	0
g7745	0	0	0	0	0	0	0	0
g7746	0	0	0	0	0	0	0	0
g7747	7	4	0	0	0	4	0	0
g7748	5	2	0	0	5	0	2	2
g7749	26	16	20	20	13	16	12	12
g775	0	4	0	0	0	0	0	0
g7750	0	0	0	0	0	0	0	0
g7751	0	0	2	2	0	0	0	0
g7752	0	0	0	0	0	0	0	0
g7753	55	45	31	31	92	85	73	73
g7754	13	12	25	25	18	17	12	12
g7755	2	0	0	0	0	0	0	0
g7756	2	0	0	0	0	0	0	0
g7757	38	47	19	19	49	51	33	33
g7758	0	0	0	0	0	0	0	0
g7759	0	0	0	0	0	0	0	0
g776	0	0	0	0	0	0	0	0
g7760	0	0	0	0	0	0	0	0
g7761	0	0	0	0	0	0	6	6
g7762	7	2	9	9	2	4	8	8
g7763	0	0	0	0	0	0	0	0
g7764	2	4	14	14	0	3	6	6
g7765	7	4	0	0	9	3	0	0
g7766	0	0	0	0	0	4	4	4
g7767	289	274	357	357	373	299	291	291
g7768	0	9	0	0	6	0	0	0
g7769	0	0	0	0	0	0	0	0
g777	0	0	3	3	0	0	0	0
g7770	0	0	0	0	0	0	0	0
g7771	0	0	0	0	0	0	0	0
g7772	0	0	0	0	0	0	0	0
g7773	0	0	0	0	0	0	0	0
g7774	6	0	2	2	2	0	4	4
g7775	0	0	0	0	4	0	14	14
g7776	7	5	0	0	8	0	4	4
g7777	11	9	0	0	6	8	0	0
g7778	6	7	0	0	5	4	0	0
g7779	0	6	0	0	4	2	0	0
g778	0	0	0	0	0	0	0	0
g7780	0	0	2	2	2	0	0	0
g7781	25	23	11	11	21	20	25	25
g7782	0	0	0	0	0	0	0	0
g7783	0	2	6	6	6	9	4	4
g7784	0	0	2	2	0	0	0	0
g7785	8	2	0	0	4	2	3	3
g7786	1	0	0	0	0	4	3	3
g7787	0	0	0	0	2	0	0	0
g7788	0	0	0	0	3	0	12	12
g7789	0	0	0	0	0	0	0	0
g779	2	0	0	0	2	0	0	0
g7790	7	10	5	5	20	5	11	11
g7791	18	20	12	12	27	20	15	15
g7792	0	2	0	0	0	0	2	2
g7793	0	0	0	0	3	0	0	0
g7794	2	0	4	4	7	5	11	11
g7795	0	0	0	0	5	0	0	0
g7796	5	6	4	4	8	6	3	3
g7797	0	0	0	0	0	7	6	6
g7798	0	0	0	0	0	0	0	0
g7799	0	0	0	0	2	3	2	2
g78	3	0	11	11	0	0	10	10
g780	35	27	14	14	34	25	28	28
g7800	3	2	0	0	6	4	0	0
g7801	3	2	3	3	3	4	3	3
g7802	66	44	58	58	55	58	53	53
g7803	2	0	2	2	0	0	0	0
g7804	0	2	0	0	0	0	2	2
g7805	12	8	0	0	0	12	6	6
g7806	2	0	4	4	0	6	0	0
g7807	0	0	0	0	0	0	0	0
g7808	16	12	10	10	17	6	15	15
g7809	5	0	3	3	0	11	0	0
g781	9	9	0	0	9	4	4	4
g7810	14	18	5	5	13	8	6	6
g7811	0	0	0	0	2	0	0	0
g7812	0	0	4	4	6	0	0	0
g7813	5	3	0	0	2	0	0	0
g7814	81	51	39	39	44	49	38	38
g7815	72	84	69	69	64	61	74	74
g7816	8	8	2	2	9	6	12	12
g7817	13	8	4	4	9	14	10	10
g7818	4	0	0	0	0	0	0	0
g7819	0	4	0	0	2	11	4	4
g782	10	4	8	8	6	5	21	21
g7820	3	3	4	4	10	6	4	4
g7821	0	0	0	0	0	0	0	0
g7822	0	2	0	0	0	4	0	0
g7823	5	9	9	9	9	5	7	7
g7824	2	0	0	0	2	0	7	7
g7825	3	3	2	2	3	3	8	8
g7826	0	0	0	0	0	0	0	0
g7827	4	4	8	8	2	0	10	10
g7828	8	10	0	0	0	0	2	2
g7829	0	0	2	2	4	5	5	5
g783	4	0	2	2	0	0	0	0
g7830	0	10	6	6	0	0	13	13
g7831	30	36	52	52	45	44	27	27
g7832	6	2	1	1	1	3	3	3
g7833	0	0	2	2	0	4	0	0
g7834	14	12	0	0	0	23	4	4
g7835	9	0	12	12	0	6	10	10
g7836	33	21	20	20	23	16	27	27
g7837	6	25	13	13	33	18	15	15
g7838	9	0	5	5	12	16	12	12
g7839	12	11	9	9	20	9	7	7
g784	0	0	0	0	0	0	0	0
g7840	4	11	13	13	8	6	5	5
g7841	14	11	14	14	14	14	12	12
g7842	0	0	0	0	9	0	3	3
g7843	0	0	14	14	0	8	7	7
g7844	0	3	3	3	2	0	0	0
g7845	0	0	0	0	0	0	0	0
g7846	4	0	6	6	0	0	0	0
g7847	0	8	4	4	4	5	0	0
g7848	0	0	0	0	0	0	0	0
g7849	0	0	0	0	0	0	0	0
g785	12	12	20	20	12	8	8	8
g7850	0	0	0	0	0	0	0	0
g7851	0	0	0	0	0	0	0	0
g7852	0	0	0	0	0	0	0	0
g7853	0	0	0	0	0	0	0	0
g7854	0	0	0	0	0	0	0	0
g7855	0	0	0	0	0	0	0	0
g7856	0	0	0	0	0	0	0	0
g7857	0	0	0	0	0	0	0	0
g7858	0	0	0	0	0	0	0	0
g7859	0	0	0	0	0	0	0	0
g786	8	5	0	0	4	8	4	4
g7860	0	0	0	0	0	0	0	0
g7861	0	0	0	0	0	0	0	0
g7862	0	0	0	0	0	0	0	0
g7863	0	0	0	0	0	0	0	0
g7864	0	0	0	0	0	0	0	0
g7865	0	0	0	0	0	0	0	0
g7866	0	0	0	0	0	0	0	0
g7867	0	0	0	0	0	0	0	0
g7868	0	0	0	0	0	0	0	0
g7869	0	0	0	0	0	0	0	0
g787	0	0	0	0	0	0	0	0
g7870	0	0	0	0	0	0	0	0
g7871	0	0	0	0	0	0	0	0
g7872	0	0	0	0	0	0	0	0
g7873	0	0	0	0	0	0	0	0
g7874	0	0	0	0	0	0	0	0
g7875	0	0	0	0	0	0	0	0
g7876	0	0	0	0	0	0	0	0
g7877	0	0	0	0	0	0	0	0
g7878	0	0	0	0	0	0	0	0
g7879	0	0	0	0	0	0	0	0
g788	12	10	13	13	12	10	14	14
g7880	0	0	0	0	0	0	0	0
g7881	0	0	0	0	0	0	0	0
g7882	0	0	0	0	0	0	0	0
g7883	4	8	2	2	4	3	8	8
g7884	0	5	5	5	0	0	0	0
g7885	0	0	0	0	0	0	0	0
g7886	0	14	4	4	5	18	10	10
g7887	4	0	4	4	0	6	6	6
g7888	0	2	0	0	2	3	2	2
g7889	20	27	24	24	37	36	18	18
g789	0	1	0	0	0	3	0	0
g7890	0	0	0	0	0	0	0	0
g7891	0	3	0	0	0	0	0	0
g7892	0	0	0	0	0	0	0	0
g7893	8	0	0	0	4	6	0	0
g7894	10	15	12	12	9	5	12	12
g7895	0	0	0	0	12	0	0	0
g7896	15	9	6	6	15	7	13	13
g7897	0	0	0	0	3	0	7	7
g7898	7	8	3	3	4	0	0	0
g7899	0	0	0	0	0	0	0	0
g79	6	28	13	13	24	16	40	40
g790	2	0	6	6	0	6	0	0
g7900	3	5	7	7	6	0	4	4
g7901	0	0	0	0	0	0	0	0
g7902	0	5	0	0	0	0	0	0
g7903	0	0	0	0	0	0	0	0
g7904	53	61	36	36	52	64	36	36
g7905	0	0	8	8	4	2	3	3
g7906	20	43	29	29	18	42	14	14
g7907	3	4	0	0	6	7	4	4
g7908	3	0	0	0	0	0	0	0
g7909	123	119	84	84	114	113	98	98
g791	0	0	0	0	0	0	0	0
g7910	6	14	0	0	6	11	0	0
g7911	4	0	3	3	0	4	0	0
g7912	0	0	0	0	0	0	0	0
g7913	0	0	0	0	0	0	0	0
g7914	0	4	5	5	0	10	0	0
g7915	0	0	0	0	0	0	0	0
g7916	4	0	3	3	0	0	0	0
g7917	12	0	12	12	0	0	0	0
g7918	14	28	14	14	7	18	14	14
g7919	20	12	12	12	0	24	10	10
g792	0	0	0	0	0	0	0	0
g7920	0	0	0	0	0	7	0	0
g7921	24	19	16	16	31	25	16	16
g7922	0	2	0	0	0	1	0	0
g7923	6	21	8	8	6	15	4	4
g7924	0	0	0	0	0	0	0	0
g7925	0	9	0	0	0	12	10	10
g7926	9	6	6	6	8	0	2	2
g7927	5	0	0	0	0	2	0	0
g7928	0	0	0	0	0	0	0	0
g7929	0	0	0	0	0	0	0	0
g793	0	7	4	4	4	0	0	0
g7930	6	0	9	9	10	0	8	8
g7931	0	0	0	0	0	0	0	0
g7932	0	0	0	0	0	0	0	0
g7933	0	0	0	0	0	0	0	0
g7934	8	4	8	8	8	7	0	0
g7935	0	2	0	0	0	6	6	6
g7936	6	4	0	0	0	3	0	0
g7937	5	0	0	0	2	0	0	0
g7938	0	4	0	0	0	0	0	0
g7939	1	0	0	0	1	1	0	0
g794	0	7	6	6	0	6	2	2
g7940	0	0	0	0	0	0	0	0
g7941	5	7	9	9	8	2	8	8
g7942	6	8	10	10	15	4	6	6
g7943	32	28	34	34	20	33	29	29
g7944	0	0	0	0	0	0	0	0
g7945	0	0	0	0	4	0	0	0
g7946	0	0	0	0	6	8	26	26
g7947	0	4	7	7	4	2	0	0
g7948	0	0	0	0	0	0	0	0
g7949	2	2	6	6	8	0	8	8
g795	3	8	4	4	0	2	0	0
g7950	0	0	0	0	0	0	0	0
g7951	0	0	0	0	0	0	0	0
g7952	4	0	4	4	0	0	0	0
g7953	3	7	10	10	5	8	8	8
g7954	4	2	7	7	4	7	2	2
g7955	0	0	0	0	0	0	0	0
g7956	0	3	5	5	0	0	0	0
g7957	6	2	6	6	3	3	5	5
g7958	6	0	2	2	0	6	0	0
g7959	9	15	10	10	10	14	4	4
g796	12	7	8	8	7	0	10	10
g7960	0	0	0	0	0	0	0	0
g7961	0	0	0	0	0	0	0	0
g7962	0	0	0	0	0	0	0	0
g7963	0	0	10	10	0	6	0	0
g7964	0	4	7	7	0	0	0	0
g7965	21	20	14	14	24	21	24	24
g7966	0	0	0	0	4	0	0	0
g7967	7	9	7	7	12	2	18	18
g7968	10	3	4	4	2	0	2	2
g7969	0	0	2	2	5	0	0	0
g797	0	0	0	0	0	0	0	0
g7970	0	4	4	4	0	0	0	0
g7971	0	0	0	0	0	0	0	0
g7972	0	0	0	0	0	0	0	0
g7973	0	0	0	0	0	0	2	2
g7974	0	0	0	0	0	0	0	0
g7975	0	0	0	0	0	0	0	0
g7976	3	0	0	0	0	0	0	0
g7977	0	3	3	3	0	0	0	0
g7978	0	0	0	0	0	0	0	0
g7979	7	6	4	4	7	15	7	7
g798	0	0	0	0	0	3	4	4
g7980	0	0	0	0	0	0	0	0
g7981	0	0	0	0	2	1	0	0
g7982	0	0	0	0	6	0	0	0
g7983	0	0	0	0	0	0	0	0
g7984	0	0	0	0	0	0	4	4
g7985	0	0	0	0	0	0	0	0
g7986	0	0	0	0	0	2	0	0
g7987	10	14	0	0	9	4	4	4
g7988	3	6	3	3	2	1	3	3
g7989	0	0	0	0	0	0	0	0
g799	0	0	0	0	0	0	0	0
g7990	2	0	0	0	0	0	5	5
g7991	0	0	0	0	0	0	0	0
g7992	13	0	0	0	0	4	9	9
g7993	0	5	0	0	0	0	0	0
g7994	61	54	79	79	84	44	83	83
g7995	3	0	0	0	3	3	3	3
g7996	0	0	0	0	0	0	0	0
g7997	2	3	4	4	0	3	0	0
g7998	0	0	0	0	0	0	0	0
g7999	5	7	4	4	0	5	0	0
g8	0	0	0	0	0	0	0	0
g80	4	9	11	11	11	2	9	9
g800	0	0	0	0	0	0	0	0
g8000	51	47	27	27	71	17	29	29
g8001	0	12	0	0	10	6	0	0
g8002	96	77	171	171	66	62	127	127
g8003	0	0	0	0	0	0	0	0
g8004	14	14	19	19	27	11	27	27
g8005	123	119	173	173	151	144	123	123
g8006	8	0	0	0	3	4	7	7
g8007	0	0	0	0	0	0	0	0
g8008	0	0	0	0	0	0	0	0
g8009	0	0	0	0	0	0	0	0
g801	4	8	4	4	3	11	6	6
g8010	0	0	0	0	0	0	0	0
g8011	0	0	0	0	0	0	0	0
g8012	28	16	19	19	25	22	24	24
g8013	161	131	127	127	76	182	111	111
g8014	1	0	0	0	0	0	0	0
g8015	6	0	2	2	0	8	0	0
g8016	1	0	0	0	2	0	0	0
g8017	3	0	0	0	0	0	0	0
g8018	0	0	0	0	0	0	0	0
g8019	2	0	3	3	0	3	0	0
g802	0	0	0	0	0	3	0	0
g8020	0	0	0	0	4	0	0	0
g8021	0	0	0	0	0	0	0	0
g8022	0	0	0	0	0	0	0	0
g8023	0	0	0	0	0	0	0	0
g8024	0	0	0	0	0	0	0	0
g8025	31	19	18	18	6	7	13	13
g8026	0	0	0	0	0	0	0	0
g8027	0	0	0	0	0	0	0	0
g8028	8	14	2	2	0	4	0	0
g8029	14	13	22	22	24	22	30	30
g803	0	0	0	0	0	0	0	0
g8030	0	0	0	0	0	0	0	0
g8031	0	0	0	0	0	0	0	0
g8032	0	0	2	2	0	0	0	0
g8033	2	0	4	4	0	0	0	0
g8034	0	0	0	0	0	2	2	2
g8035	0	4	5	5	0	6	0	0
g8036	18	26	22	22	23	13	17	17
